0,3,0,0,0,0,0,0,notifications storage tabs ,0
0,5,0,0,0,0,0,0,chrome://favicon/* http://*/* tabs https://*/* bookmarks ,0
0,4,0,0,0,15,0,10,notifications <all_urls> storage contextMenus ,0
0,2,0,0,0,0,0,5,management storage ,0
0,2,0,0,0,25,4,13,tabCapture activeTab ,0
0,6,0,0,0,0,1,6,tabs webRequestBlocking storage webRequest tabCapture <all_urls> ,0
0,4,0,0,0,15,0,5,<all_urls> storage tabs activeTab ,0
0,3,0,0,0,15,0,25,storage *://*.roblox.com/* unlimitedStorage ,0
0,9,0,0,0,0,0,11,notifications clipboardWrite activeTab contextMenus cookies downloads storage <all_urls> unlimitedStorage ,0
0,7,0,0,0,30,1,28,notifications tabs scripting cookies alarms gcm storage ,0
0,4,0,0,0,40,1,48,notifications clipboardWrite storage contextMenus ,0
1,0,0,0,0,0,0,2,null,0
0,3,0,0,0,0,1,1,storage tabs contextMenus ,0
0,3,0,0,0,0,0,1,contextMenus storage activeTab ,0
1,0,0,0,0,0,0,2,null,0
0,1,0,0,0,0,0,3,management ,0
0,2,0,0,0,0,0,10,https://sponsor.ajay.app/* storage ,0
0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,*://*/* storage webRequestBlocking webRequest ,0
0,2,0,0,0,0,0,0,storage contextMenus ,0
0,2,0,0,0,0,1,53,*://*.momentumdash.com/* unlimitedStorage ,0
0,1,0,0,0,15,0,2,storage ,0
1,0,0,0,0,0,0,0,null,0
0,3,0,0,0,0,0,1,tabCapture storage tabs ,0
0,3,0,0,0,15,2,62,<all_urls> webRequestBlocking webRequest ,0
0,1,0,0,0,0,0,2,activeTab ,0
1,0,0,0,0,0,0,0,null,0
0,2,0,0,0,0,0,1,storage management ,0
0,3,0,0,0,0,0,34,downloads storage tabs ,0
0,4,0,0,0,0,0,1,bookmarks storage tabs activeTab ,0
0,11,0,0,0,15,0,0,downloads.shelf notifications tabs downloads.open sessions history downloads storage chrome://favicon/ bookmarks management ,0
1,0,0,0,0,0,0,1,null,0
0,4,0,0,0,0,0,4,chrome://favicon/ storage tabs contextMenus ,0
0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,25,3,123,webRequestBlocking http://*/* cookies storage https://*/* webRequest unlimitedStorage ,0
0,1,0,0,0,0,0,7,storage ,0
0,4,0,0,0,0,0,2,storage <all_urls> cookies tabs ,0
0,1,0,0,0,0,0,6,storage ,0
0,5,0,0,0,15,0,24,*://*plug.dj/* notifications tabs http://plug.myuplay.com/* storage ,0
0,3,0,0,0,15,0,16,storage cookies activeTab ,0
0,1,0,0,0,0,0,2,activeTab ,0
0,2,0,0,0,0,0,0,storage management ,0
0,2,0,0,0,15,0,2,storage scripting ,0
0,6,0,0,0,25,0,17,https://www.googleapis.com/youtube/v3/* webRequestBlocking https://*.youtube.com/ background storage webRequest ,0
0,4,0,0,0,0,0,29,clipboardWrite storage tabs activeTab ,0
0,6,0,0,0,15,0,11,clipboardWrite *://*/* tabs webRequestBlocking storage webRequest ,0
0,1,0,0,0,15,0,9,storage ,0
0,1,0,0,0,25,1,10,activeTab ,0
0,3,0,0,0,0,0,5,scripting tabs activeTab ,0
0,2,0,0,0,0,0,13,chrome://favicon/ tabs ,0
0,1,0,0,0,0,0,2,tabs ,0
0,9,0,0,0,30,1,29,notifications tabs webRequestBlocking cookies gcm storage webRequest <all_urls> unlimitedStorage ,0
0,2,0,0,0,0,0,3,tabCapture activeTab ,0
0,3,0,0,0,0,0,1,https://www.google.com/* https://mail.google.com/* storage ,0
0,5,0,0,0,15,2,21,system.display tabs scripting activeTab storage ,0
0,11,0,0,0,25,4,13,webNavigation *://*/* tabs activeTab webRequestBlocking contextMenus cookies storage webRequest tabCapture <all_urls> ,0
0,1,0,0,0,0,0,8,management ,0
0,5,0,0,0,0,0,1,chrome://favicon/* tabs activeTab history <all_urls> ,0
0,8,0,0,0,0,0,4,notifications webNavigation http://*/* tabs webRequestBlocking webRequest storage https://*/* ,0
0,5,0,0,0,0,0,4,tabs contextMenus history storage unlimitedStorage ,0
0,3,0,0,0,15,2,50,clipboardWrite unlimitedStorage activeTab ,0
0,6,0,0,0,0,0,15,webNavigation tabs activeTab webRequestBlocking storage webRequest ,0
0,3,0,0,0,0,0,11,*://*/* storage tabs ,0
0,3,0,0,0,15,0,2,storage management tabs ,0
0,7,0,0,0,0,0,2,notifications webNavigation tabs activeTab scripting identity storage ,0
0,2,0,0,0,15,0,10,tabCapture storage ,0
0,1,0,0,0,15,1,179,storage ,0
0,1,0,0,0,0,0,0,management ,0
0,9,0,0,0,0,0,4,tabs contextMenus http://*/* management storage https://*/* bookmarks <all_urls> unlimitedStorage ,0
0,2,0,0,0,0,5,519,contextMenus activeTab ,0
0,2,0,0,0,0,0,4,contextMenus activeTab ,0
0,3,0,0,0,0,0,37,contextMenus storage activeTab ,0
0,1,0,0,0,0,0,6,storage ,0
0,2,0,0,0,0,0,6,chrome://favicon/ bookmarks ,0
0,5,0,0,0,50,0,39,notifications *://*.rbxcdn.com/* *://*.roblox.com/* storage *://*.ropro.io/* ,0
0,9,0,0,0,15,2,80,notifications webRequestBlocking https://assets.hipso.cc/* *://*.googleusercontent.com/* cookies *://infinity.500apps.com/* storage webRequest https://mail.google.com/* ,0
0,2,0,0,0,0,0,15,storage activeTab ,0
0,1,0,0,0,0,0,1,management ,0
0,2,0,0,0,0,0,24,storage tabs ,0
0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,50,0,39,notifications *://*.rbxcdn.com/* *://*.roblox.com/* storage *://*.ropro.io/* ,0
0,2,0,0,0,0,0,1,storage contextMenus ,0
0,6,0,0,0,0,0,7,activeTab favicon alarms tabGroups storage bookmarks ,0
0,3,0,0,0,0,0,1,contextMenus tabs activeTab ,0
0,3,0,0,0,0,0,7,contextMenus storage activeTab ,0
0,6,0,0,0,25,0,8,tabs favicon sessions history storage bookmarks ,0
0,4,0,0,0,0,0,2,tabCapture storage tabs activeTab ,0
1,0,0,0,0,0,0,10,null,0
0,3,0,0,0,0,0,0,downloads <all_urls> activeTab ,0
0,1,0,0,0,0,0,0,management ,0
0,5,0,0,0,15,1,16,webRequestBlocking storage webRequest <all_urls> unlimitedStorage ,0
0,4,0,0,0,15,0,6,*://www.youtube.com/* *://i1.ytimg.com/* webNavigation tabs ,0
0,3,0,0,0,15,3,31,declarativeNetRequest storage scripting ,0
1,0,0,0,0,0,0,2,null,0
1,0,0,0,0,25,2,42,null,1
1,0,0,0,0,25,2,43,null,1
1,0,0,0,0,0,2,17,null,1
1,0,0,0,0,15,0,2,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,40,7,31,null,1
