1,0,0,0,0,25,2,42,null,9,9,1
1,0,0,0,0,0,0,0,null,0,1,1
1,0,0,0,0,25,2,42,null,9,9,1
1,0,0,0,0,25,2,44,null,9,9,1
1,0,0,0,0,0,0,0,null,0,8,1
0,7,0,0,0,15,4,79,webRequest http://*/* proxy tabs https://*/* storage webRequestBlocking ,3,30,1
1,0,0,0,0,0,4,101,null,1,1420,1
1,9,0,0,0,0,0,0,Hotkeys DesktopStreaming FileSystem Profile Streaming GameInfo Tray Extensions Clipboard ,1,3,1
1,0,0,0,0,0,1,39,null,13,116,1
1,0,0,0,0,25,2,43,null,9,9,1
1,0,0,0,0,0,1,92,null,61,508,1
1,0,0,0,0,15,0,12,null,5,5,1
1,0,0,0,0,25,2,44,null,9,9,1
1,0,0,0,0,0,5,137,null,38,384,1
1,0,0,0,0,40,0,16,null,13,26,1
1,0,0,0,0,0,0,0,null,0,5,1
